,0,1,class
0,5.301407139716834,6.5150017911446065,1
1,7.119481728704388,1.8659241845035899,2
2,0.5339030669299615,1.8225237560391059,0
3,5.031288222268948,5.215683347566584,1
4,-0.16591300163638656,2.5831540085014995,0
5,0.9397352721347371,1.1149804829744105,0
6,7.055875346739583,1.7267022236995393,2
7,1.5538461519816207,0.8913496876717506,0
8,5.479606005600888,5.650162295964586,1
9,0.6763397071002655,2.9792604399107314,0
10,0.6854800088980395,2.97615956427215,0
11,6.410927779680944,1.820328129816448,2
12,4.936472338394893,5.9417078401915715,1
13,5.656690925624671,5.908578539370379,1
14,0.3444047930723043,1.700008916168882,0
15,0.605119202964639,2.4127206946180726,0
16,1.0871935316882448,1.6472286887415248,0
17,4.989324402781818,5.49229623591788,1
18,5.262025429967482,5.773513262999675,1
19,1.2304786328224921,2.001164011273579,0
20,6.119602959360615,2.0494140582514055,2
21,7.572029935569976,3.114675016194095,2
22,0.06345774635291146,2.3338492811437765,0
23,0.9543285165541009,2.953656586121837,0
24,5.765476994180386,6.466546536725666,1
25,4.949327699523474,7.088723346648833,1
26,4.606270778909518,5.790559316357184,1
27,7.157491549618327,1.307752054104554,2
28,1.7235912794245314,1.9544970731902571,0
29,4.10208159980317,5.453100247938248,1
30,6.944017872459344,2.5167297524408165,2
31,4.900786872684685,6.462429467877319,1
32,5.076747780383147,5.787696150658058,1
33,1.7687681301741374,2.1420236435673075,0
34,4.737670036679096,5.784661923378616,1
35,4.995195039821795,5.532435233034622,1
36,6.626278125166977,2.0015365107924157,2
37,6.75436006436021,2.033690815713743,2
38,7.2668609921737675,1.817969743956016,2
39,7.0153866796599695,2.008041420133947,2
40,1.636593186596315,2.4781774232004445,0
41,0.696686883174068,2.0328744155635405,0
42,6.704725767201493,2.026040851151099,2
43,1.219406520653606,2.3197745261690135,0
44,7.236002789339468,2.4688331193803386,2
45,7.373619250716782,1.8646663938152663,2
46,6.987859555025508,3.5216317697708224,2
47,5.077398390798467,5.938533646475083,1
48,7.185681495426789,2.220624190022132,2
49,7.355472948652187,2.0028916438425513,2
50,0.8845267490898154,2.2303477606683924,0
51,0.5987467259539445,1.4387300544816757,0
52,1.395178766749381,2.566438203607761,0
53,0.6608081627939323,1.4082415610663932,0
54,6.689973693585913,2.0439772726511967,2
55,4.704167121344618,6.827512573733164,1
56,5.188934088210915,5.967897798962696,1
57,5.173102103800868,5.701476901379922,1
58,0.9751828228697045,1.6732807881722493,0
59,5.004135482770898,6.222971280657736,1
60,6.611421843916895,3.0411827796785356,2
61,0.12156443601196487,2.722707920238348,0
62,6.71855934650375,2.1135685742263433,2
63,0.33964618589702233,1.4774865952783125,0
64,4.4718125485015685,5.247723684927041,1
65,7.376114301815767,2.1102820380921146,2
66,0.7968581402444865,2.3878146979819577,0
67,2.4052473039751474,1.9757119519098405,0
68,5.65086355341695,5.970214867526063,1
69,0.722286002619024,2.1214963050969406,0
70,5.2809976585622245,6.232959119423155,1
71,1.4009676762326226,2.0619787049715543,0
72,4.830422041766382,6.063234267008595,1
73,6.883409408337634,2.100068045168255,2
74,0.7042237131775795,1.6486346663975235,0
75,7.4984681709338235,1.9164953661439295,2
76,1.4678157363384745,2.1653190771223,0
77,0.4724819310578775,2.655477342677598,0
78,5.627515320878546,1.004207440602345,2
79,6.74002777126832,1.8037764655669457,2
80,1.1717285688645787,1.0408232037217173,0
81,1.1493064423970323,2.3666637019054058,0
82,7.0005208354474435,2.269979857276545,2
83,4.781466944154992,6.176105489378748,1
84,7.851593373258025,1.9020045603849463,2
85,7.1133927031084525,2.285563261794587,2
86,0.6844303026943832,2.9748622369922444,0
87,0.5178147905458643,1.5169310783591818,0
88,1.5342690913165637,2.3234365259531646,0
89,7.32721859403375,1.6552862760856177,2
90,0.7546954997605719,2.0557457483815735,0
91,0.4046354518544977,1.9749002490613703,0
